mean_red,std_red,skewness_red,kurtosis_red,entropy_red,range_red,mean_green,std_green,skewness_green,kurtosis_green,entropy_green,range_green,mean_blue,std_blue,skewness_blue,kurtosis_blue,entropy_blue,range_blue,contrast_0_deg,correlation_0_deg,asm_0_deg,entropy_0_deg,contrast_45_deg,correlation_45_deg,asm_45_deg,entropy_45_deg,contrast_90_deg,correlation_90_deg,asm_90_deg,entropy_90_deg,contrast_135_deg,correlation_135_deg,asm_135_deg,entropy_135_deg,image_name
110.8648,25.984008947042796,-0.734204984964463,0.21053900429598338,6.619491188350825,147,111.0889,25.20456301525579,-0.7933172739882781,0.27767302889128986,6.559030309962966,139,112.3064,23.460369115595775,-0.9005859192816958,0.47777962211412106,6.42747948321403,134,90.829494949495,0.9283633994485123,0.0004990919293949599,11.460750254081264,151.82675237220695,0.8804051750397012,0.0003947445086722774,11.748023866208364,121.74757575757582,0.9044361568312091,0.0004465054586266708,11.615656917923044,233.47831853892464,0.8159925470283218,0.0003454105540163549,11.946026924049473,image100.jpg
163.0355,28.9009453089341,0.6598405591439608,0.8223300532119793,6.7579963018820175,183,163.6967,27.278491694190134,0.568880015240844,0.8657574028286161,6.705220445736943,178,170.2701,25.709102395649676,0.5173834962168309,0.9766451947731705,6.630430205360566,170,86.38949494949502,0.9430049359488875,0.0006673502703805735,11.370520024518003,143.9609223548618,0.9039724510479185,0.000535443614844913,11.639387288299362,126.27292929292936,0.9156094250389629,0.0005968268544026122,11.547538694744105,247.19855116824812,0.8351197719930094,0.0004582259299619619,11.88859106800143,image101.jpg
133.1504,34.229267883494096,0.12723328829888406,-0.7690468504615535,7.076234308045341,194,130.6249,33.56315539382434,0.16026752709378742,-0.7487978981492187,7.047299315718774,192,126.2484,31.719317417624232,0.19018848316949916,-0.6334119738615773,6.975851232918514,194,137.71898989899006,0.938518014206623,0.000281257014590348,12.149658020936357,386.8535863687379,0.8275915126441671,0.00018804471194919912,12.685407448964718,244.7243434343437,0.8910392298646583,0.00021847260483624125,12.469379944326883,289.65187225793295,0.8709015429955944,0.0002086048639739821,12.535050412825477,image104.jpg
99.3304,39.390725251510666,0.365961758652327,-0.10712266532914283,7.298712872859774,244,96.2544,39.23617821144154,0.33237225366616846,-0.08805840040174573,7.298795992928191,245,95.5026,38.072136704419414,0.3436270651197734,-0.01633097289259755,7.257155383227496,243,304.4141414141417,0.9007059518307405,0.00019998469543924095,12.648179162201098,857.0862156922764,0.7211590760897034,0.00013662871658190625,13.119186368132528,602.2580808080811,0.8034787031697674,0.0001538669523518009,12.973092368322535,740.4053667993062,0.7591027647058576,0.00014550341511412272,13.041082332561704,image105.jpg
97.7239,40.000083359788135,0.5441193399048784,-0.26058285141775483,7.26569011430197,209,102.5591,36.04475422568449,0.4976106322490038,-0.26788876976403087,7.136032705728708,192,102.7201,32.623310009715446,0.470583568107783,-0.24343335035688618,7.00481519248512,180,154.9243434343436,0.9424125405695603,0.00026937557392102857,12.235692681291948,303.51300887664536,0.8866403629006668,0.00020221820409185327,12.603301953710359,210.53696969696992,0.9213955515599873,0.00023081828384858693,12.42917547976217,365.47484950515263,0.8635248944156669,0.0001905275454975083,12.673413199813321,image11.jpg
129.3651,38.79800255154896,0.22867805945091085,-0.9887331856129231,7.18359130148391,203,134.2992,36.23100991360853,0.13498286315626737,-0.8040595380348079,7.155420407136283,208,136.3898,34.190584317323385,-0.023286821652901288,-0.6111314907736842,7.1010034493218495,202,131.89686868686883,0.9507572763050222,0.0002921232527293135,12.149382002743188,350.9376594225079,0.8692829295569054,0.0002059086212527574,12.611484163010712,219.96969696969717,0.918011163814827,0.00024112845627997156,12.39893563851584,278.66921742679324,0.8961875757004458,0.00021423678409823914,12.550941435391936,image115.jpg
121.1758,35.40762198114977,0.69744898598446,-0.05112677579980485,7.05424322876113,197,121.3155,32.72337635009566,0.6920892881918371,0.062295071626671916,6.962007458364073,194,120.3233,30.916131341259373,0.5670615901189736,0.08995504507550489,6.919118998555535,189,92.45424242424252,0.9581381171141613,0.0004252321191715132,11.722673969314119,249.69523518008373,0.8869667355501933,0.00029548321775769195,12.219710784243118,185.398484848485,0.9159191658769784,0.00033074686256504454,12.084485239459985,259.02826242220186,0.8827414758727145,0.00027419435148392916,12.296611369675993,image116.jpg
93.5098,38.54512295946142,0.5677660081152467,-0.19736100213557828,7.21113886890983,209,99.1158,34.705440356808616,0.5083829932401481,-0.20572192601638406,7.083762350072657,196,100.0571,31.314636188051107,0.47614990863809614,-0.18437570962653949,6.947466100826094,181,138.16070707070722,0.9444954116732743,0.00028420569329660247,12.158665232068241,279.70686664626066,0.8869571017234043,0.00021631361970783113,12.516580053966674,199.36797979798,0.9195054698389374,0.0002457606366697277,12.357416731090366,337.39751045811664,0.8636733224070011,0.0002005733919298707,12.620982989666052,image117.jpg
142.5561,27.41892873162626,-0.2837549176325975,-0.4662495846149106,6.770711457242224,162,137.8811,25.155125974441074,-0.31767238209049986,-0.39719854608322436,6.641545671870594,153,133.945,24.174742501213952,-0.4486542714066566,-0.06624291684608163,6.579483121358683,154,41.74292929292933,0.9677996012704423,0.0006400877461483523,11.070526993802618,73.69197020712173,0.9431938274722267,0.00046496133166324516,11.468031811042486,41.043737373737414,0.9687627627856789,0.0006170951943679217,11.101903296636246,78.78389960208142,0.9392665239549846,0.0004805454063878529,11.46731773508854,image120.jpg
121.1937,35.13536367123585,0.3034329687982611,-0.4493013064056428,7.130951729919181,193,120.2067,33.40528663415418,0.3132923238709235,-0.4151376108410312,7.059479241046366,190,117.1761,30.779429637178136,0.28095574240758747,-0.36092152195274396,6.951667400213564,185,195.85919191919214,0.9131901131154381,0.00024032751760024492,12.370651323633009,434.10396898275695,0.8065253473580768,0.00017847773488045198,12.758543304254474,315.7954545454548,0.8591690626580729,0.00019894398530762174,12.61437009424854,496.7599224568922,0.7786106255133477,0.00017425119223636994,12.793179753402715,image121.jpg
